chargeback_id,chargeback_ref,transaction_id,customer_id,merchant_id,chargeback_date,chargeback_amount,chargeback_reason,dispute_status,resolution_date,dq_issue_count,is_valid_record,cleaned_at
109,CB_6433,6433,736,339,2025-10-13,34.8,fraud,closed,2025-10-26,2,False,2026-05-27 17:14:06.202831
110,CB_6458,6458,3354,863,2026-04-02,41.8,service_not_received,lost,2026-05-12,0,True,2026-05-27 17:14:06.202831
112,CB_6547,6547,8973,1146,2026-02-08,217.29,authorization_issue,lost,2026-05-06,0,True,2026-05-27 17:14:06.202831
114,CB_6581,6581,8928,197,2026-03-11,87.88,fraud,won,2026-04-13,2,False,2026-05-27 17:14:06.202831
115,CB_6585,6585,9927,834,2025-09-14,63.5,authorization_issue,won,2025-09-23,0,True,2026-05-27 17:14:06.202831
117,CB_6620,6620,667,511,2026-03-15,74.45,fraud,open,2026-05-28,0,True,2026-05-27 17:14:06.202831
118,CB_6622,6622,1649,211,2025-10-21,72.15,fraud,closed,2025-10-11,1,False,2026-05-27 17:14:06.202831
119,CB_6670,6670,5760,1024,2026-03-08,48.76,fraud,closed,2026-03-30,2,False,2026-05-27 17:14:06.202831
120,CB_6673,6673,5766,23,2026-01-13,12.31,authorization_issue,open,2026-02-09,0,True,2026-05-27 17:14:06.202831
122,CB_6839,6839,9893,525,2026-01-25,433.05,authorization_issue,lost,,0,True,2026-05-27 17:14:06.202831
124,CB_6881,6881,1248,587,2025-09-23,5.05,duplicate_processing,closed,2025-09-13,1,False,2026-05-27 17:14:06.202831
125,CB_6957,6957,4371,193,2026-04-26,80.11,fraud,won,,2,False,2026-05-27 17:14:06.202831
127,CB_7040,7040,7592,180,2026-06-13,32.21,service_not_received,won,2026-07-20,0,True,2026-05-27 17:14:06.202831
128,CB_7064,7064,9848,787,2026-05-07,75.82,fraud,won,2026-07-08,1,False,2026-05-27 17:14:06.202831
130,CB_7178,7178,6694,1152,2025-10-26,41.14,service_not_received,closed,2025-11-03,0,True,2026-05-27 17:14:06.202831
131,CB_7207,7207,26,212,2026-01-02,1.98,fraud,lost,,0,True,2026-05-27 17:14:06.202831
132,CB_7266,7266,5913,100,2025-11-27,497.88,fraud,lost,2026-01-17,2,False,2026-05-27 17:14:06.202831
133,CB_7288,7288,4270,855,2025-12-17,34.82,service_not_received,open,2026-01-04,0,True,2026-05-27 17:14:06.202831
134,CB_7376,7376,5010,797,2025-12-15,84.01,authorization_issue,lost,2026-02-09,2,False,2026-05-27 17:14:06.202831
135,CB_7389,7389,8906,450,2026-03-21,1565.3,duplicate_processing,won,2026-04-26,0,True,2026-05-27 17:14:06.202831
137,CB_7518,7518,375,721,2025-07-08,36.93,duplicate_processing,lost,2025-09-11,2,False,2026-05-27 17:14:06.202831
139,CB_7600,7600,4256,942,2025-08-27,30.3,service_not_received,closed,2025-10-01,0,True,2026-05-27 17:14:06.202831
141,CB_7687,7687,2131,142,2025-08-01,20.52,fraud,open,2025-09-14,2,False,2026-05-27 17:14:06.202831
142,CB_7719,7719,3362,57,2025-12-08,62.4,authorization_issue,won,2026-01-19,0,True,2026-05-27 17:14:06.202831
143,CB_7744,7744,2529,724,2025-05-26,275.29,service_not_received,lost,,2,False,2026-05-27 17:14:06.202831
144,CB_7801,7801,7856,491,2025-11-13,68.98,fraud,lost,2025-10-29,1,False,2026-05-27 17:14:06.202831
146,CB_8041,8041,8583,174,2025-09-17,88.65,authorization_issue,open,,0,True,2026-05-27 17:14:06.202831
148,CB_8080,8080,9217,824,2025-08-08,55.54,authorization_issue,open,2025-08-28,0,True,2026-05-27 17:14:06.202831
113,CB_6571,6571,3458,970113,2025-12-29,19.43,duplicate_processing,lost,2026-03-06,1,False,2026-05-27 17:14:06.202831
121,CB_6826,6826,909,970121,2025-06-03,31.01,duplicate_processing,won,2025-08-30,1,False,2026-05-27 17:14:06.202831
129,CB_7143,7143,6965,970129,2025-10-27,587.33,duplicate_processing,won,2025-10-12,3,False,2026-05-27 17:14:06.202831
83,CB_5175,5175,452,19,2026-02-28,,authorization_issue,won,2026-02-07,2,False,2026-05-27 17:14:06.202831
138,CB_7546,7546,6883,1139,2025-08-04,90.53,fraud,lost,2025-09-12,0,True,2026-05-27 17:14:06.202831
116,CB_6619,6619,5501,9,2025-08-05,73.32,service_not_received,open,2025-09-03,0,True,2026-05-27 17:14:06.202831
147,CB_8074,8074,1128,1003,2025-02-27,8.76,fraud,closed,2025-06-16,1,False,2026-05-27 17:14:06.202831
140,CB_7651,7651,2939,329,2025-05-20,,duplicate_processing,open,2025-09-11,1,False,2026-05-27 17:14:06.202831
108,CB_6388,6388,5383,199,2026-03-23,482.77,duplicate_processing,lost,2026-02-10,3,False,2026-05-27 17:14:06.202831
87,CB_5395,5395,4846,1192,2026-02-01,28.36,duplicate_processing,lost,2026-01-20,3,False,2026-05-27 17:14:06.202831
126,CB_6969,6969,7764,752,2025-08-30,266.61,duplicate_processing,won,2025-08-13,1,False,2026-05-27 17:14:06.202831
77,CB_4704,4704,8420,667,2026-03-27,69.37,duplicate_processing,won,2026-03-19,1,False,2026-05-27 17:14:06.202831
136,CB_7393,7393,960136,1178,2026-04-09,4.01,authorization_issue,open,2026-04-02,2,False,2026-05-27 17:14:06.202831
149,CB_8179,8179,3909,503,2026-03-18,379.96,fraud,won,,1,False,2026-05-27 17:14:06.202831
150,CB_8194,8194,6013,1191,2026-04-11,23.08,authorization_issue,lost,,0,True,2026-05-27 17:14:06.202831
151,CB_8322,8322,9297,719,2026-05-06,86.45,duplicate_processing,lost,,0,True,2026-05-27 17:14:06.202831
152,CB_8324,8324,1580,656,2025-07-15,98.27,service_not_received,closed,2025-09-09,2,False,2026-05-27 17:14:06.202831
153,CB_8327,8327,5821,369,2025-11-06,313.87,authorization_issue,closed,,2,False,2026-05-27 17:14:06.202831
154,CB_8406,8406,5009,294,2025-06-17,3.82,authorization_issue,closed,2025-09-09,0,True,2026-05-27 17:14:06.202831
156,CB_8485,8485,2361,233,2025-06-14,17.67,fraud,won,,2,False,2026-05-27 17:14:06.202831
157,CB_8501,8501,846,578,2026-03-20,74.27,service_not_received,closed,,0,True,2026-05-27 17:14:06.202831
158,CB_8595,8595,7210,1131,2026-02-05,24.03,fraud,lost,,0,True,2026-05-27 17:14:06.202831
159,CB_8598,8598,3594,604,2025-07-26,70.64,authorization_issue,won,,0,True,2026-05-27 17:14:06.202831
160,CB_8616,8616,2712,840,2025-10-04,67.56,fraud,won,2025-10-05,0,True,2026-05-27 17:14:06.202831
161,CB_8708,8708,8437,780,2025-10-26,50.12,service_not_received,won,2025-10-18,3,False,2026-05-27 17:14:06.202831
163,CB_8935,8935,2390,767,2025-12-23,11.87,duplicate_processing,closed,2026-01-09,1,False,2026-05-27 17:14:06.202831
164,CB_8949,8949,5219,497,2025-10-07,57.78,fraud,lost,,0,True,2026-05-27 17:14:06.202831
165,CB_8974,8974,4010,1152,2025-12-01,67.47,service_not_received,open,,0,True,2026-05-27 17:14:06.202831
166,CB_8976,8976,2253,426,2026-04-08,13.71,duplicate_processing,open,2026-04-20,0,True,2026-05-27 17:14:06.202831
167,CB_9006,9006,5510,87,2025-11-09,64.42,authorization_issue,open,,0,True,2026-05-27 17:14:06.202831
168,CB_9012,9012,6320,620,2026-04-01,86.08,duplicate_processing,closed,2026-03-07,1,False,2026-05-27 17:14:06.202831
169,CB_9227,9227,1559,926,2026-03-27,479.27,service_not_received,closed,2026-04-14,0,True,2026-05-27 17:14:06.202831
170,CB_9369,9369,9345,740,2025-05-30,68.54,service_not_received,closed,2025-07-09,0,True,2026-05-27 17:14:06.202831
171,CB_9420,9420,1446,1131,2025-11-24,29.9,authorization_issue,open,2025-12-09,0,True,2026-05-27 17:14:06.202831
173,CB_9466,9466,7046,118,2025-08-17,90.96,service_not_received,won,2025-09-28,1,False,2026-05-27 17:14:06.202831
174,CB_9567,9567,4386,57,2025-08-18,19.91,duplicate_processing,closed,2025-08-28,0,True,2026-05-27 17:14:06.202831
175,CB_9568,9568,7760,409,2026-04-17,58.36,fraud,closed,2026-07-08,0,True,2026-05-27 17:14:06.202831
176,CB_9640,9640,1408,39,2026-05-06,438.62,fraud,open,2026-05-11,2,False,2026-05-27 17:14:06.202831
177,CB_9648,9648,6668,496,2026-05-26,53.93,authorization_issue,open,2026-05-29,0,True,2026-05-27 17:14:06.202831
178,CB_9658,9658,7836,368,2025-11-03,27.85,service_not_received,won,2025-10-01,3,False,2026-05-27 17:14:06.202831
179,CB_9706,9706,7948,55,2025-10-27,25.02,fraud,lost,2025-11-12,1,False,2026-05-27 17:14:06.202831
182,CB_9869,9869,9071,704,2025-06-07,418.12,service_not_received,closed,,2,False,2026-05-27 17:14:06.202831
183,CB_9882,9882,8164,881,2025-09-14,69.82,service_not_received,lost,,0,True,2026-05-27 17:14:06.202831
184,CB_9920,9920,5025,976,2026-03-27,51.91,fraud,won,2026-03-26,1,False,2026-05-27 17:14:06.202831
185,CB_10003,10003,8426,1057,2026-01-18,1.89,duplicate_processing,lost,,0,True,2026-05-27 17:14:06.202831
186,CB_10129,10129,4911,603,2025-07-03,329.38,fraud,closed,2025-08-05,0,True,2026-05-27 17:14:06.202831
187,CB_10150,10150,8327,459,2025-10-31,10.45,fraud,won,2025-11-02,0,True,2026-05-27 17:14:06.202831
188,CB_10207,10207,4537,751,2026-02-21,44.4,fraud,lost,2026-03-22,2,False,2026-05-27 17:14:06.202831
190,CB_10461,10461,3813,109,2025-05-24,273.96,duplicate_processing,open,2025-07-04,0,True,2026-05-27 17:14:06.202831
191,CB_10481,10481,325,1059,2025-09-01,23.93,authorization_issue,lost,,1,False,2026-05-27 17:14:06.202831
193,CB_10574,10574,5013,1061,2025-06-30,35.92,fraud,won,2025-06-17,1,False,2026-05-27 17:14:06.202831
194,CB_10716,10716,8449,220,2025-11-24,5.67,authorization_issue,won,,1,False,2026-05-27 17:14:06.202831
195,CB_10735,10735,1129,170,2025-07-21,13.2,service_not_received,open,2025-09-11,0,True,2026-05-27 17:14:06.202831
196,CB_10776,10776,1640,204,2026-01-26,492.13,authorization_issue,closed,,0,True,2026-05-27 17:14:06.202831
197,CB_10852,10852,7070,535,2025-09-30,50.83,authorization_issue,won,,0,True,2026-05-27 17:14:06.202831
199,CB_10977,10977,1360,234,2025-11-23,420.32,duplicate_processing,closed,2026-01-24,0,True,2026-05-27 17:14:06.202831
200,CB_11016,11016,2641,522,2026-04-18,442.74,fraud,won,2026-04-21,0,True,2026-05-27 17:14:06.202831
201,CB_11023,11023,4952,8,2026-05-03,17.42,fraud,closed,2026-04-15,3,False,2026-05-27 17:14:06.202831
203,CB_11170,11170,2465,748,2026-04-14,22.21,service_not_received,closed,,0,True,2026-05-27 17:14:06.202831
204,CB_11314,11314,7778,220,2025-06-22,10.67,service_not_received,closed,,0,True,2026-05-27 17:14:06.202831
205,CB_11404,11404,2573,666,2025-05-29,8.44,service_not_received,lost,2025-05-30,0,True,2026-05-27 17:14:06.202831
206,CB_11739,11739,6538,998,2026-05-03,264.42,authorization_issue,won,2026-04-09,1,False,2026-05-27 17:14:06.202831
208,CB_11771,11771,5717,993,2026-05-04,31.14,duplicate_processing,open,2026-05-28,0,True,2026-05-27 17:14:06.202831
209,CB_11828,11828,9854,356,2025-07-27,51.76,authorization_issue,open,,2,False,2026-05-27 17:14:06.202831
210,CB_11852,11852,5494,1134,2026-04-10,9.47,authorization_issue,won,,0,True,2026-05-27 17:14:06.202831
211,CB_11949,11949,1836,747,2025-07-13,83.05,authorization_issue,lost,2025-07-10,1,False,2026-05-27 17:14:06.202831
212,CB_11994,11994,6259,15,2026-01-24,35.3,duplicate_processing,open,2025-12-30,3,False,2026-05-27 17:14:06.202831
214,CB_12346,12346,152,531,2025-09-23,57.76,service_not_received,closed,2025-10-11,2,False,2026-05-27 17:14:06.202831
215,CB_12419,12419,7916,980,2025-11-10,73.1,fraud,won,2025-12-18,0,True,2026-05-27 17:14:06.202831
216,CB_12452,12452,2723,319,2025-10-24,455.12,service_not_received,won,2025-10-18,3,False,2026-05-27 17:14:06.202831
217,CB_12485,12485,6172,518,2026-01-20,99.77,authorization_issue,lost,2026-01-01,1,False,2026-05-27 17:14:06.202831
218,CB_12488,12488,5037,578,2026-03-26,53.56,authorization_issue,open,2026-03-13,1,False,2026-05-27 17:14:06.202831
219,CB_12617,12617,2579,1115,2025-11-04,108.0,duplicate_processing,closed,2025-11-08,2,False,2026-05-27 17:14:06.202831
213,CB_12216,12216,3670,970213,2026-04-01,451.86,service_not_received,open,,1,False,2026-05-27 17:14:06.202831
155,CB_8456,8456,9779,270,2025-09-11,81.27,duplicate_processing,lost,2025-10-21,0,True,2026-05-27 17:14:06.202831
172,CB_9463,9463,1671,794,2025-11-12,15.6,duplicate_processing,open,,0,True,2026-05-27 17:14:06.202831
202,CB_11087,11087,8561,681,2025-12-09,448.22,duplicate_processing,closed,2026-03-18,0,True,2026-05-27 17:14:06.202831
189,CB_10296,10296,7003,1022,2025-10-13,192.07,fraud,open,2025-11-06,0,True,2026-05-27 17:14:06.202831
180,CB_9739,9739,8330,182,2025-08-29,39.0,duplicate_processing,lost,2025-10-05,0,True,2026-05-27 17:14:06.202831
198,CB_10877,10877,2809,533,2026-04-02,466.43,authorization_issue,open,2026-03-01,1,False,2026-05-27 17:14:06.202831
207,CB_11757,11757,4891,323,2025-12-25,17.89,fraud,won,2025-12-17,1,False,2026-05-27 17:14:06.202831
220,CB_12707,12707,9846,698,2026-02-10,1936.42,authorization_issue,lost,2026-03-13,0,True,2026-05-27 17:14:06.202831
221,CB_12826,12826,3770,612,2025-06-29,26.42,fraud,closed,2025-07-02,0,True,2026-05-27 17:14:06.202831
222,CB_12870,12870,8711,1048,2025-06-18,39.46,duplicate_processing,closed,2025-07-25,0,True,2026-05-27 17:14:06.202831
223,CB_13208,13208,6063,505,2025-05-30,49.55,fraud,won,2025-07-16,0,True,2026-05-27 17:14:06.202831
224,CB_13242,13242,1210,5,2025-11-14,403.1,authorization_issue,closed,2025-12-05,2,False,2026-05-27 17:14:06.202831
225,CB_13295,13295,7543,1092,2025-11-27,54.42,authorization_issue,lost,2026-01-01,0,True,2026-05-27 17:14:06.202831
226,CB_13387,13387,7400,729,2025-11-04,286.56,service_not_received,lost,2025-11-02,1,False,2026-05-27 17:14:06.202831
227,CB_13523,13523,8727,951,2026-02-27,82.73,authorization_issue,open,2026-04-05,3,False,2026-05-27 17:14:06.202831
229,CB_13605,13605,7338,391,2026-02-15,35.03,duplicate_processing,won,,0,True,2026-05-27 17:14:06.202831
234,CB_13804,13804,6983,607,2025-07-27,411.43,service_not_received,lost,2025-08-18,3,False,2026-05-27 17:14:06.202831
235,CB_13816,13816,269,1168,2025-05-19,3.95,duplicate_processing,open,2025-06-16,1,False,2026-05-27 17:14:06.202831
236,CB_13863,13863,6031,856,2025-09-21,92.25,fraud,lost,2025-08-31,1,False,2026-05-27 17:14:06.202831
237,CB_13887,13887,4011,1104,2026-03-21,62.97,fraud,won,,0,True,2026-05-27 17:14:06.202831
238,CB_13895,13895,264,236,2026-01-19,489.24,duplicate_processing,open,2025-12-26,3,False,2026-05-27 17:14:06.202831
239,CB_14146,14146,5341,967,2025-07-03,94.58,duplicate_processing,won,,0,True,2026-05-27 17:14:06.202831
240,CB_14158,14158,7124,758,2025-12-16,51.1,authorization_issue,closed,2025-12-09,1,False,2026-05-27 17:14:06.202831
