merchant_id,merchant_ref,merchant_name,legal_name,merchant_category,country_code,settlement_currency,onboarding_date,risk_tier_source,is_active,created_at,updated_at,dq_issue_count,is_valid_record,cleaned_at
59,MERCH_59,Merchant_59,Merchant_59_PTY_LTD,subscription,US,GBP,2024-09-07,medium,True,2025-05-31 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
63,MERCH_63,Merchant_63,Merchant_63_PTY_LTD,subscription,GB,SGD,2024-05-22,high,True,2025-11-10 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
64,MERCH_64,Merchant_64,Merchant_64_PTY_LTD,ecommerce,AU,GBP,2024-03-21,high,True,2025-09-02 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
9,MERCH_9,Merchant_9,Merchant_9_PTY_LTD,travel,SG,INR,2025-02-16,medium,True,2025-09-22 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
40,MERCH_40,Merchant_40,Merchant_40_PTY_LTD,food_delivery,AU,AUDD,2024-05-28,high,True,2026-03-19 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
47,MERCH_47,Merchant_47,Merchant_47_PTY_LTD,gaming,GB,USD,2025-12-09,high,True,2026-03-13 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
14,MERCH_14,Merchant_14,Merchant_14_PTY_LTD,subscription,US,XXX,2023-10-23,medium,True,2025-08-23 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
19,MERCH_19,Merchant_19,Merchant_19_PTY_LTD,travel,SG,GBP,2025-03-13,high,True,2025-11-04 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
31,MERCH_31,Merchant_31,Merchant_31_PTY_LTD,travel,GB,INR,2025-05-26,high,True,2026-04-15 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
35,MERCH_35,Merchant_35,Merchant_35_PTY_LTD,travel,IN,GBP,2023-10-11,medium,False,2025-10-18 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
37,MERCH_37,Merchant_37,Merchant_37_PTY_LTD,ecommerce,GB,AUDD,2026-08-15,low,True,2025-11-10 07:26:36.509380,2026-04-17 07:26:36.509380,2,False,2026-05-27 16:37:19.641637
56,MERCH_56,Merchant_56,Merchant_56_PTY_LTD,electronics,SG,SGD,2023-08-06,high,True,2025-05-24 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
8,MERCH_8,Merchant_8,,gaming,GB,INR,2025-05-18,medium,True,2025-07-05 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
16,MERCH_16,Merchant_16,,electronics,AU,GBP,2023-10-23,medium,True,2025-12-06 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
28,MERCH_28,Merchant_28,,food_delivery,GB,AUD,2025-08-04,medium,True,2025-11-16 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
62,MERCH_62,Merchant_62,,subscription,US,GBP,2026-02-16,low,False,2025-06-26 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
65,MERCH_65,Merchant_65,Merchant_65_PTY_LTD,electronics,GB,INR,2024-04-15,medium,True,2026-02-25 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
66,MERCH_66,Merchant_66,Merchant_66_PTY_LTD,food_delivery,SG,GBP,2025-03-02,high,True,2025-04-20 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
71,MERCH_71,Merchant_71,Merchant_71_PTY_LTD,travel,IN,GBP,2023-11-30,high,True,2026-01-12 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
73,MERCH_73,Merchant_73,Merchant_73_PTY_LTD,electronics,SG,GBP,2023-10-04,high,True,2025-11-07 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
74,MERCH_74,Merchant_74,Merchant_74_PTY_LTD,food_delivery,US,AUD,2025-08-24,medium,True,2026-03-03 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
78,MERCH_78,Merchant_78,Merchant_78_PTY_LTD,electronics,AU,SGD,2024-03-03,low,True,2025-09-19 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
82,MERCH_82,Merchant_82,Merchant_82_PTY_LTD,gaming,US,AUD,2026-01-20,high,True,2025-08-31 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
84,MERCH_84,Merchant_84,Merchant_84_PTY_LTD,ecommerce,IN,USD,2024-09-11,high,True,2026-01-13 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
85,MERCH_85,Merchant_85,Merchant_85_PTY_LTD,travel,SG,SGD,2025-03-13,low,False,2026-02-17 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
86,MERCH_86,Merchant_86,Merchant_86_PTY_LTD,ecommerce,US,GBP,2023-08-08,low,True,2025-09-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
87,MERCH_87,Merchant_87,Merchant_87_PTY_LTD,subscription,IN,SGD,2023-08-30,medium,True,2025-05-03 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
89,MERCH_89,Merchant_89,Merchant_89_PTY_LTD,food_delivery,AU,USD,2023-09-26,high,True,2026-01-02 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
90,MERCH_90,Merchant_90,Merchant_90_PTY_LTD,electronics,GB,USD,2025-10-31,low,True,2026-03-11 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
91,MERCH_91,Merchant_91,Merchant_91_PTY_LTD,ecommerce,US,INR,2024-07-30,high,True,2026-02-03 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
92,MERCH_92,Merchant_92,Merchant_92_PTY_LTD,ecommerce,IN,AUD,2025-02-13,low,True,2025-08-13 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
93,MERCH_93,Merchant_93,Merchant_93_PTY_LTD,gaming,US,INR,2024-02-01,medium,True,2025-12-27 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
94,MERCH_94,Merchant_94,Merchant_94_PTY_LTD,ecommerce,GB,INR,2024-07-21,high,True,2025-07-23 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
95,MERCH_95,Merchant_95,Merchant_95_PTY_LTD,ecommerce,SG,AUD,2025-04-01,high,True,2025-05-16 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
96,MERCH_96,Merchant_96,Merchant_96_PTY_LTD,subscription,US,GBP,2023-10-15,low,True,2025-06-08 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
97,MERCH_97,Merchant_97,Merchant_97_PTY_LTD,electronics,GB,AUD,2024-09-22,high,True,2025-11-12 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
98,MERCH_98,Merchant_98,Merchant_98_PTY_LTD,food_delivery,SG,AUD,2025-06-21,low,True,2025-12-21 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
100,MERCH_100,Merchant_100,Merchant_100_PTY_LTD,subscription,US,SGD,2025-11-26,high,True,2026-01-22 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
101,MERCH_101,Merchant_101,Merchant_101_PTY_LTD,gaming,GB,GBP,2024-11-17,low,True,2025-07-23 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
102,MERCH_102,Merchant_102,Merchant_102_PTY_LTD,travel,SG,INR,2025-06-28,low,True,2025-12-26 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
103,MERCH_103,Merchant_103,Merchant_103_PTY_LTD,electronics,AU,SGD,2024-01-11,medium,True,2025-11-29 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
105,MERCH_105,Merchant_105,Merchant_105_PTY_LTD,electronics,AU,GBP,2025-06-17,high,True,2025-11-25 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
106,MERCH_106,Merchant_106,Merchant_106_PTY_LTD,subscription,GB,GBP,2025-01-05,low,True,2025-05-18 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
107,MERCH_107,Merchant_107,Merchant_107_PTY_LTD,ecommerce,GB,SGD,2025-01-07,high,True,2025-06-02 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
108,MERCH_108,Merchant_108,Merchant_108_PTY_LTD,ecommerce,US,USD,2024-08-02,medium,True,2026-03-17 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
109,MERCH_109,Merchant_109,Merchant_109_PTY_LTD,electronics,IN,USD,2024-12-19,medium,True,2025-07-18 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
111,MERCH_111,Merchant_111,Merchant_111_PTY_LTD,gaming,GB,SGD,2025-02-09,medium,True,2025-12-15 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
112,MERCH_112,Merchant_112,Merchant_112_PTY_LTD,gaming,GB,USD,2024-12-04,medium,True,2025-11-05 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
113,MERCH_113,Merchant_113,Merchant_113_PTY_LTD,electronics,AU,INR,2026-03-15,low,True,2025-08-08 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
115,MERCH_115,Merchant_115,Merchant_115_PTY_LTD,subscription,US,USD,2025-02-15,high,True,2025-04-23 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
118,MERCH_118,Merchant_118,Merchant_118_PTY_LTD,gaming,US,SGD,2024-07-20,low,True,2026-02-01 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
119,MERCH_119,Merchant_119,Merchant_119_PTY_LTD,gaming,AU,SGD,2026-02-27,medium,True,2026-04-11 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
120,MERCH_120,Merchant_120,Merchant_120_PTY_LTD,food_delivery,IN,GBP,2024-02-24,low,True,2025-10-28 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
121,MERCH_121,Merchant_121,Merchant_121_PTY_LTD,subscription,SG,GBP,2024-12-29,high,True,2025-08-06 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
124,MERCH_124,Merchant_124,Merchant_124_PTY_LTD,ecommerce,SG,GBP,2023-08-19,high,True,2025-11-29 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
126,MERCH_126,Merchant_126,Merchant_126_PTY_LTD,subscription,GB,SGD,2024-06-08,high,True,2026-03-31 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
127,MERCH_127,Merchant_127,Merchant_127_PTY_LTD,travel,AU,USD,2023-11-08,low,True,2026-03-15 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
128,MERCH_128,Merchant_128,Merchant_128_PTY_LTD,ecommerce,US,SGD,2025-12-21,medium,True,2025-05-05 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
70,MERCH_70,Merchant_70,Merchant_70_PTY_LTD,ecommerce,GB,AUDD,2025-07-02,low,True,2025-09-28 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
104,MERCH_104,Merchant_104,Merchant_104_PTY_LTD,travel,IN,AUDD,2025-05-28,low,True,2025-09-13 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
79,MERCH_79,Merchant_79,Merchant_79_PTY_LTD,travel,US,SGD,2024-07-18,high,True,2025-04-19 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
77,MERCH_77,Merchant_77,Merchant_77_PTY_LTD,travel,GB,USD,2025-10-31,high,True,2025-10-27 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
80,MERCH_80,Merchant_80,Merchant_80_PTY_LTD,ecommerce,US,INR,2024-11-03,medium,True,2026-03-12 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
99,MERCH_99,Merchant_99,Merchant_99_PTY_LTD,ecommerce,IN,INR,2025-04-08,medium,False,2025-06-19 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
122,MERCH_122,Merchant_122,Merchant_122_PTY_LTD,ecommerce,US,AUD,2025-05-18,high,True,2025-04-28 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
123,MERCH_123,Merchant_123,Merchant_123_PTY_LTD,ecommerce,US,INR,2024-02-07,low,True,2025-11-30 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
110,MERCH_110,Merchant_110,Merchant_110_PTY_LTD,food_delivery,IN,SGD,2025-08-26,low,True,2026-03-13 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
69,MERCH_69,Merchant_69,Merchant_69_PTY_LTD,travel,US,USD,2024-06-27,low,True,2025-10-21 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
88,MERCH_88,Merchant_88,,travel,IN,AUD,2023-09-24,high,True,2025-09-27 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
75,MERCH_75,Merchant_75,Merchant_75_PTY_LTD,travel,IN,USD,2026-04-28,low,True,2025-05-10 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
114,MERCH_114,Merchant_114,Merchant_114_PTY_LTD,ecommerce,US,SGD,2026-06-26,low,True,2025-06-03 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
125,MERCH_125,Merchant_125,Merchant_125_PTY_LTD,electronics,US,GBP,2025-05-05,medium,True,2025-06-10 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
83,MERCH_83,Merchant_83,Merchant_83_PTY_LTD,subscription,IN,GBP,2026-04-27,medium,True,2025-06-01 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
116,MERCH_116,Merchant_116,,electronics,IN,USD,2025-03-04,low,True,2025-08-26 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
81,MERCH_81,Merchant_81,,gaming,SG,USD,2025-11-08,high,True,2025-08-17 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
129,MERCH_129,Merchant_129,Merchant_129_PTY_LTD,subscription,GB,USD,2024-07-18,medium,True,2026-04-04 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
130,MERCH_130,Merchant_130,Merchant_130_PTY_LTD,ecommerce,GB,SGD,2024-01-15,low,False,2025-12-23 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
132,MERCH_132,Merchant_132,Merchant_132_PTY_LTD,ecommerce,US,AUD,2024-01-19,high,True,2025-12-27 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
134,MERCH_134,Merchant_134,Merchant_134_PTY_LTD,subscription,IN,SGD,2023-11-11,medium,True,2025-07-01 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
135,MERCH_135,Merchant_135,Merchant_135_PTY_LTD,gaming,SG,GBP,2024-09-03,medium,True,2025-06-20 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
136,MERCH_136,Merchant_136,Merchant_136_PTY_LTD,travel,US,SGD,2024-05-01,high,True,2025-05-29 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
137,MERCH_137,Merchant_137,Merchant_137_PTY_LTD,subscription,GB,GBP,2024-06-05,low,True,2025-10-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
140,MERCH_140,Merchant_140,Merchant_140_PTY_LTD,electronics,IN,INR,2026-03-27,medium,True,2025-08-31 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
141,MERCH_141,Merchant_141,Merchant_141_PTY_LTD,electronics,AU,SGD,2026-04-13,high,True,2025-05-25 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
143,MERCH_143,Merchant_143,Merchant_143_PTY_LTD,subscription,AU,AUD,2024-10-06,low,True,2025-10-18 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
145,MERCH_145,Merchant_145,Merchant_145_PTY_LTD,gaming,IN,SGD,2024-07-04,medium,False,2025-11-21 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
146,MERCH_146,Merchant_146,Merchant_146_PTY_LTD,travel,AU,SGD,2025-07-26,medium,True,2025-11-10 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
147,MERCH_147,Merchant_147,Merchant_147_PTY_LTD,travel,US,USD,2024-09-21,medium,True,2025-04-24 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
148,MERCH_148,Merchant_148,Merchant_148_PTY_LTD,food_delivery,US,USD,2024-02-07,medium,True,2025-05-26 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
